"회사명","보험명","조항","내용"
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제1장 배상책임 > 제3절 배상책임에서 공통으로 적용할 사항 > 제11조","관련 사고부담금
① 피보험자 본인이 음주운전이나 무면허운전 또는 마약·약물운전을 하는 동안에 생긴 사고 또
는 사고발생 시의 조치의무를 위반한 경우 또는 기명피보험자의 명시적․묵시적 [32)] 승인하에서
피보험자동차의 운전자가 음주운전이나 무면허운전 또는 마약·약물운전을 하는 동안에 생긴
사고 또는 사고발생 시의 조치의무를 위반한 경우로 인하여 보험회사가 ｢대인배상 I｣, ｢대인
배상 Ⅱ｣ 또는 ｢대물배상｣에서 보험금을 지급하는 경우, 피보험자는 다음에서 정하는 사고부
담금을 보험회사에 납입하여야 합니다.
1. 「대인배상 Ⅰ」 : ｢ 대인배상Ⅰ ｣ 한도 내 지급보험금
면책되지만 기명피보험자 A는 피해자 D와 사용, 피용관계나 동료관계에 있지 않아 A가 피해자에게 지는 배상책임
에 대해 보험사의 보상책임은 발생하게 됩니다.
28) 비용은 손해의 감소를 위해 타당하게 사용된 금액입니다. 지급보험금 산출식에 의해 계산된 보험금이 보험가입금
액을 초과하더라도 비용에 해당하는 항목은 보상해 드립니다 .
29) 법원의 확정판결 또는 법원의 확정판결과 동일한 효력을 갖는 조정결정, 중재판정 등을 말합니다.
30) 예시: 사고발생 후 응급환자 이송을 위해 타당하게 지출한 비용
31) 예시: 사고 증거(블랙박스 영상 등)의 확보, 소송의 제기 등에 소요되는 비용 등
32) 명시적. 묵시적이란 법률상 추상적인 개념으로서 사안별로 법률적 판단에 따라야 하는 내용입니다. 다만,
통상적인 의미는 다음과 같습니다.
① “명시적 승인”이란 내용이나 뜻을 분명하게 나타내어 해당 행위에 대해 승인하는 것을 말합니다.
② “묵시적 승인”이란 직접적인 말 또는 행동이 아니라 간접적으로 해당 행위에 대해 승인하는 것을 말합니다.
2. 「대인배상 Ⅱ」 : 1사고당 1억원
3. 「대물배상」
가. ｢ 자동차손해배상보장법 ｣ 제5조 제2항의 규정에 따라 자동차보유자가 의무적으로
가입하여야 하는 ｢ 대물배상 ｣ 보험가입금액 이하 손해 : 지급보험금
나. 「자동차손해배상보장법」 제5조 제2항의 규정에 따라 자동차보유자가 의무적으로
가입하여야 하는 「대물배상」 보험가입금액 초과 손해 : 1사고당 5,000만원
② 피보험자는 지체 없이 음주운전, 무면허운전, 마약ㆍ약물운전 또는 사고발생 시의 조치
의무위반 사고부담금을 보험회사에 납입하여야 합니다. 다만, 피보험자가 경제적인 사유
등으로 이 사고부담금을 미납하였을 때 보험회사는 피해자에게 이 사고부담금을 포함하
여 손해배상금을 우선 지급하고 피보험자에게 이 사고부담금의 지급을 청구할 수 있습
니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제1절 자기신체사고 > 제12조 (보상하는 손해)","｢자기신체사고｣에서 보험회사는 피보험자가 피보험자동차를 소유ㆍ사용ㆍ관리하는 동안에 생긴
다음 중 어느 하나의 사고로 인하여 죽거나 다친 때 [33)] 그로 인한 손해를 보상하여 드립니다.
1. 피보험자동차의 운행으로 인한 사고
2. 피보험자동차의 운행중 발생한 다음의 사고. 다만, 피보험자가 피보험자동차에 탑승중일
때에 한합니다.
가. 날아오거나 떨어지는 물체와 충돌
나. 화재 또는 폭발
다. 피보험자동차의 낙하"
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제1절 자기신체사고 > 제13조 (피보험자)","① ｢자기신체사고｣에서 피보험자는 보험회사에 보상을 청구할 수 있는 사람으로 그 범위
는 다음과 같습니다.
1. 제7조(피보험자)의 ｢ 대인배상 Ⅱ ｣ 에 해당하는 피보험자
2. 위 ‘1’의 피보험자의 부모, 배우자 및 자녀 [34)]"
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제1절 자기신체사고 > 제14조 (보상하지 않는 손해)","다음 중 어느 하나에 해당하는 손해는 ｢ 자기신체사고 ｣ 에서 보상하지 않습니다.
① 피보험자의 고의로 그 본인이 상해를 입은 때. 이 경우 그 피보험자에 대한 보험금만 지
급하지 않습니다.
② 상해가 보험금을 받을 자의 고의로 생긴 때에는 그 사람이 받을 수 있는 금액
③ 피보험자동차 또는 피보험자동차 이외의 자동차를 시험용, 경기용 또는 경기를 위해 연
습용으로 사용하던 중 생긴 손해. 다만, 운전면허시험을 위한 도로주행시험용으로 사용
하던 중 생긴 손해는 보상합니다.
④ 전쟁, 혁명, 내란, 사변, 폭동, 소요 및 이와 유사한 사태로 인한 손해
33) 피보험자의 신체에 이상이 있는 점을 뒷받침할 수 있는 의학적 소견이 있는 경우에 한합니다.
34) 피보험자의 부모라 함은 피보험자의 부모와 양부모를 말하며, 피보험자의 배우자는 법률상의 배우자 또는 사실혼
관계에 있는 배우자를 말하며, 피보험자의 자녀라 함은 법률상의 혼인관계에서 출생한 자녀, 사실혼관계에서 출생
한 자녀, 양자 또는 양녀를 말합니다.
보통약관 37
용
어
의 정
의 및 자
동
차
보
험
의 구
성
자
동
차
보
험
에
서
보
상
하
는
내
용
보
험
금
또
는
손
해
배
상
의
청
구
일
반
사
항
⑤ 지진, 분화 등 천재지변으로 인한 손해
⑥ 핵연료물질의 직접 또는 간접적인 영향으로 인한 손해
⑦ 영리를 목적으로 요금이나 대가를 받고 피보험자동차를 반복적으로 사용하거나 대여한
때에 생긴 손해. 다만, 다음 각목의 어느 하나에 해당하는 경우에는 보상합니다.
가. 임대차계약(계약기간이 30일을 초과하는 경우에 한함)에 따라 임차인이 피보험자동
차를 전속적으로 사용하는 경우 (다만, 임차인이 피보험자동차를 영리를 목적으로 요
금이나 대가를 받고 반복적으로 사용하는 경우에는 보상하지 않습니다.)
나. 피보험자와 동승자가 ｢ 여객자동차운수사업법 ｣ 에 따른 토요일, 일요일 및 공휴일을
제외한 날의 출·퇴근 시간대(오전 7시부터 오전 9시까지 및 오후 6시부터 오후 8시
까지를 말함)에 실제의 출·퇴근 용도로 자택과 직장 사이를 이동하면서 ‘승용차 함께
타기’를 실시한 경우"
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제1절 자기신체사고 > 제15조 (보험금의 종류와 한도)","보험회사가 ｢ 자기신체사고 ｣ 에서 지급하는 보험금의 종류와 한도는 다음과 같습니다.
① 사망 : 피보험자가 상해를 입은 직접적인 결과로 사망하였을 때에는, 보험증권에 기재된
사망보험가입금액을 한도로 합니다.
② 부상 : 피보험자가 상해를 입은 직접적인 결과로 의사의 치료를 요하는 때에는, ‘<별표
5 자기신체사고 지급기준’상의 ‘1) 상해구분 및 급별 보험가입금액표’에 따라 보험가입
금액을 한도로 합니다.
③ 후유장애 : 피보험자가 상해를 입은 직접적인 결과로 치료를 받은 후에도 신체에 장애가
남은 때에는 ‘<별표5 자기신체사고 지급기준’상의 ‘2) 후유장애구분 및 급별 보험가입
금액표’에 따라, 보험증권에 기재된 후유장애 보험가입금액에 해당하는 각 장애등급별
보험금액을 한도로 합니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제1절 자기신체사고 > 제16조 (지급보험금의 계산)","｢ 자기신체사고 ｣ 의 지급보험금은 다음과 같이 계산합니다.
① ｢ 자기신체사고 ｣ 의 사망, 부상, 후유장애의 지급보험금은 다음과 같은 방법으로 각각 계
산합니다. 다만, ‘비용’은 ‘공제액’이 발생하지 않는 경우에는 지급하지 않습니다. [35)]
지급보험금 = 실제손해액 + 비용 - 공제액
1. 실제손해액은 ‘<별표1 대인배상, 무보험자동차에 의한 상해 지급기준’에 따라 산출
한 금액 또는 소송이 제기된 경우 확정판결금액으로써 과실상계 [36)] 및 보상한도를 적
용하기 전의 금액을 말합니다.
2. 위 ‘비용’은 다음의 금액을 말합니다. 이 비용은 보험가입금액과 관계없이 보상하여 드립니다.
ⅰ) 손해의 방지와 경감을 위하여 지출한 비용
ⅱ) 남으로부터 손해배상을 받을 수 있는 권리의 보전과 행사를 위하여 지출한 비용
3. ‘공제액’은 다음의 금액을 말합니다.
ⅰ) 자동차보험(공제계약 포함) 대인배상Ⅰ(정부보장사업 [37)] 포함) 및 대인배상Ⅱ에 의
해 보상받을 수 있는 금액
ⅱ) 무보험자동차에 의한 상해에 의하여 지급될 수 있는 금액. 다만, 무보험자동차에
의한 상해의 보험금 청구를 포기한 경우에는 공제하지 않습니다.
35) 공제액이 발생하지 않는 경우 손해배상을 받을 수 있는 권리의 보전과 행사를 위해 지출하는 비용 및 손해 방지와 경
감을 위해 지출한 비용이 발생하지 않습니다. 따라서 비용은 지급하지 않습니다 (예 : 피보험자동차의 단독사고 등)
36) 과실상계란 손해가 발생하였을 때 피해자의 과실이 손해의 발생 또는 손해의 확대에 기여한 경우 손해의 공평분
담을 위해 손해배상액을 산정할 때 피해자의 과실을 참작하는 것을 말합니다.
37) 자동차손해배상보장법상의 보장사업으로, 정부에서 보유불명(뺑소니) 자동차 또는 무보험자동차에 의해 사고를 당
한 피해자를 보호하기 위해 운영하는 사회보장제도
ⅲ) 배상의무자 이외의 제3자로부터 보상받은 금액. 단, 산업재해보상보험법에 의해
보상받은 금액은 제3자로부터 보상받은 금액에 포함하지 않으며 이 경우 관련
내용(업무상 재해 등)확인을 위해 보험회사가 요청한 자료를 제출해야 합니다.
4. 위 3호의 ‘공제액’이 발생하지 않는 경우에는 사망의 경우 보험증권에 기재된 사망보
험가입금액, 부상의 경우 ‘<별표5 자기신체사고 지급기준’상의 보험가입금액 한도
내 피보험자가 실제 지출한 치료비(성형수술비 포함), 후유장애의 경우 보험증권에 기
재된 후유장애 보험가입금액에 해당하는 각 장애등급별 보험금액을 각각 지급합니다.
② 보험회사가 사망보험금을 지급할 경우에 이미 후유장애로 지급한 보험금이 있을 때에는
사망보험금에서 이를 공제한 금액을 지급합니다. 다만 보험계약자인 기명피보험자가 본
인의 사망보험금 수익자를 지정하거나 변경하고 그 사실을 보험회사에 서면으로 통지한
경우에는 그 수익자에게 보험금을 지급합니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제2절 무보험자동차에 의한 상해 > 제16조 (지급보험금의 계산)","｢ 무보험자동차에 의한 상해 ｣ 는 ｢ 대인배상Ⅰ ｣, ｢ 대인배상Ⅱ ｣, ｢ 자기신체사고 ｣ 에 모두 가입하
는 경우에 한하여 가입할 수 있습니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제2절 무보험자동차에 의한 상해 > 제17조 (보상하는 손해)","｢ 무보험자동차에 의한 상해 ｣ 에서 보험회사는 피보험자가 무보험자동차로 인하여 생긴 사고
로 죽거나 다친 때 [38)] 그로 인한 손해에 대하여 배상의무자 [39)] 가 있는 경우에 이 약관에서
정하는 바에 따라 보상하여 드립니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제2절 무보험자동차에 의한 상해 > 제18조 (피보험자)","① ｢ 무보험자동차에 의한 상해 ｣ 에서 피보험자는 보험회사에 보상을 청구할 수 있는 사람으
로 그 범위는 다음과 같습니다.
1. 기명피보험자 및 기명피보험자의 배우자(피보험자동차에 탑승중이었는지 여부를 불문합니다)
2. 기명피보험자 또는 그 배우자의 부모 및 자녀(피보험자동차에 탑승중이었는지 여부를
불문합니다)
3. 피보험자동차에 탑승중인 경우로 기명피보험자의 승낙을 얻어 피보험자동차를 사용
또는 관리중인 자. 다만, 자동차 취급업자가 업무로서 위탁받은 피보험자동차를 사용
또는 관리하는 경우에는 피보험자로 보지 않습니다.
4. 위 ‘1 내지 3’에서 규정하는 피보험자를 위하여 피보험자동차를 운전중인 자. 다만, 자
동차 취급업자가 업무로서 위탁받은 피보험자동차를 사용 또는 관리하는 경우에는 피
보험자로 보지 않습니다."
"KB","개인용자동차보험","보통약관 > 제2편 자동차보험에서 보상하는 내용 > 제2장 배상책임 이외의 보장종목 > 제2절 무보험자동차에 의한 상해 > 제19조 (보상하지 않는 손해)","다음 중 어느 하나에 해당하는 손해는 ｢ 무보험자동차에 의한 상해 ｣ 에서 보상하지 않습니다.
